PCA1,PCA2,Predicted,True
-2740.7136,822.087,right,right
-866.70294,1639.0916,right,right
109.92548,-1073.1713,right,right
240.71307,1497.0087,right,right
-1480.6184,39.510254,right,right
-2464.1487,-42.989094,up,right
396.06024,613.9474,right,right
-365.263,1120.472,right,right
-102.233696,690.9523,right,right
-1923.8147,-188.05396,right,right
1129.8369,1376.4978,right,right
658.5053,50.83036,left,right
-1799.0881,-1326.4613,right,right
86.771675,-60.819767,right,right
-642.21027,1110.3569,right,right
159.7204,-710.77014,left,right
980.50165,33.850155,right,right
-1207.157,-1646.0557,up,right
-810.5076,-1117.4617,right,right
233.71356,20.257318,right,right
1700.7068,-525.8101,right,right
503.10443,-690.05817,right,right
404.3498,1921.1295,right,right
-453.47882,-1709.7692,right,right
487.2155,1823.2551,right,right
-1170.9104,-218.22269,right,right
750.25653,547.54626,right,right
123.8166,562.43555,right,right
-2260.074,-136.43646,right,right
82.12177,-509.87488,right,right
-817.4466,-1092.9673,right,right
8.202338,-708.4959,right,right
1601.4116,-161.02313,right,right
-1088.9065,527.24524,right,right
74.06269,1689.5652,right,right
1164.5447,-378.28305,right,right
-888.4212,-1166.7009,right,right
617.0444,333.91486,right,right
2705.4016,77.79614,up,right
504.10565,-415.43884,right,right
-256.71075,-789.2867,right,right
763.98627,125.810524,right,right
1669.8828,-1025.3455,right,right
375.2375,-1111.6486,right,right
-1190.6765,1085.0303,right,right
-853.44806,1286.5817,right,right
1177.9177,628.72253,right,right
-728.8587,-918.42456,right,right
-251.61896,-1800.4344,right,right
-187.90997,-665.4926,right,right
324.96014,1105.0582,right,right
560.39154,-133.20016,right,right
1047.0544,1008.3289,right,right
1443.3555,1306.3376,right,right
-1343.1248,1.9714988,right,right
-284.18048,451.10382,right,right
66.11347,-416.47607,left,right
-291.70197,-1081.3661,right,right
-346.18927,1596.0605,right,right
961.58295,-848.4866,right,right
345.34393,-813.02344,right,right
-455.4261,-1047.3663,right,right
478.19843,1523.9082,right,right
1175.6489,787.3428,right,right
-1335.0295,-1732.7661,right,right
-1572.7839,-1134.9402,right,right
1321.3,112.670364,right,right
-1329.6741,-865.7681,right,right
1409.4727,35.630444,right,right
112.601265,-1697.1151,right,right
31.287298,-1413.1067,right,right
-438.45392,-286.34167,right,right
-1067.8206,20.606089,right,right
1152.4055,-574.9642,right,right
-334.49005,420.40182,right,right
-2055.9265,2050.1714,right,right
12.061225,422.21136,right,right
58.985054,-1234.2253,right,right
1242.7839,774.46405,right,right
-505.36896,-53.271366,right,right
-33.053032,301.97488,right,right
-1370.0598,1749.7909,right,right
1101.1929,111.60089,right,right
-1942.2991,-1704.5555,right,right
-53.074028,375.56183,right,right
621.9904,1274.8359,right,right
-2433.9631,329.00528,right,right
110.40009,136.6916,right,right
779.26776,-47.392735,right,right
-734.8553,444.82178,up,right
-1951.9192,1782.2048,right,right
-765.16095,-884.9798,right,right
959.101,83.903015,right,right
1338.2332,1122.8402,right,right
-877.4202,-1430.4419,right,right
1287.6648,731.1233,right,right
-326.21027,-290.16354,right,right
-274.49738,-877.6031,right,right
-343.6424,-668.2866,right,right
281.7834,348.29553,right,right
687.4235,336.85593,right,right
-452.13507,-255.36917,right,right
112.592964,1268.6969,right,right
89.779,628.4113,no,go
-737.783,-319.26883,go,go
1109.4421,805.2951,go,go
427.0622,-1339.215,no,go
277.3991,-257.7226,no,go
-496.88654,-658.02856,go,go
406.63983,-676.3706,go,go
-735.8787,1024.2656,go,go
-19.680964,-159.02368,go,go
-450.3758,-777.07794,go,go
365.3532,1806.8778,down,go
-1491.6687,30.908686,down,go
-527.6263,1397.4994,go,go
1502.0393,83.10827,go,go
-1567.2288,658.0513,go,go
588.7526,-283.88806,go,go
-3297.3635,-254.06732,up,go
2054.4517,-1024.2552,no,go
-1632.052,1638.5509,go,go
-1007.8172,-955.59143,go,go
-983.0745,54.13619,no,go
-442.4466,-1486.5741,go,go
79.33808,-1712.7809,go,go
-1271.8914,-1039.1742,go,go
-3474.797,1681.411,no,go
1657.21,71.0485,right,go
324.19647,1003.4781,no,go
551.1586,-704.8524,go,go
617.5854,66.53605,go,go
2989.145,1168.803,go,go
-1292.2141,-726.8609,go,go
110.59638,-713.6253,go,go
-717.64777,71.29876,go,go
-391.08087,1490.9731,go,go
597.1799,501.09164,no,go
-42.779106,68.97304,up,go
-2012.5208,1901.6824,go,go
231.86688,1066.6145,no,go
1892.8782,-1022.23486,go,go
-2435.6086,-122.05355,no,go
1329.6035,74.45005,go,go
861.16693,-452.3565,go,go
-1814.0974,1585.6011,no,go
932.69794,-340.59167,go,go
1326.4304,-524.0205,no,go
726.76483,84.31477,go,go
-2399.4568,-26.822927,right,go
1546.0066,922.12,no,go
-2324.0002,1588.1796,go,go
20.301947,-554.6953,go,go
2770.3933,87.42066,no,go
-1542.6653,-721.08234,go,go
1273.1187,-926.0845,go,go
591.4711,62.748257,yes,go
228.35321,88.57324,go,go
580.5998,-493.60657,go,go
-1784.4753,785.6885,no,go
-854.8333,-979.4955,go,go
-2012.5647,-44.28745,go,go
-1308.7532,-963.80273,go,go
-501.31915,124.15954,go,go
1442.0457,-570.59924,go,go
-812.28204,-1181.3666,no,go
-1674.404,444.47192,go,go
-1415.9055,1667.2622,down,go
1668.9624,87.42478,go,go
-2656.7239,25.426943,up,go
-459.47736,231.27917,go,go
-180.94025,2047.377,go,go
-183.83234,-1403.9017,go,go
-1497.7439,-648.47284,go,go
-10.182916,-556.2725,go,go
310.2492,60.597668,go,go
70.08173,-1099.0118,go,go
1920.4382,92.54387,go,go
124.41523,-936.53125,go,go
818.2309,98.39964,go,go
1897.9973,-944.40295,go,go
-10.158013,50.6304,stop,go
-1797.1335,2015.4929,go,go
1121.7542,1589.1324,go,go
-969.24396,1646.1279,go,go
835.6169,-1473.9816,go,go
167.85907,325.68973,go,go
-555.39825,-1789.4926,go,go
-697.3465,1344.7657,go,go
-1125.2834,1512.1377,no,go
-119.52618,1060.3031,down,go
411.69403,-591.8945,down,go
-635.2161,-1727.4945,go,go
340.25702,-1215.9794,go,go
-2654.2312,8.379877,no,go
-381.71515,269.1402,go,go
956.88007,82.46831,right,go
2260.2114,902.1526,go,go
-1600.2063,-1695.1624,go,go
-36.660454,-670.652,go,go
1850.8276,-756.0662,go,go
-1405.5042,-700.95905,go,go
-101.14434,-1562.4384,go,go
142.94208,-1088.8334,go,go
-65.997856,-386.2251,down,go
47.853706,-1582.3687,go,go
-363.04865,63.707386,go,go
-2781.9436,-218.68518,yes,go
-2228.0134,1476.1501,go,go
-408.26154,-1707.0543,go,go
-406.45587,-21.785856,go,go
2076.0886,-118.41367,go,go
-1115.7595,1594.9686,go,go
-528.6507,351.12537,go,go
-1438.9348,1274.0684,no,go
-2036.3181,1535.0051,go,go
-2719.4587,-27.778952,down,go
-205.26202,1046.4749,go,go
61.094917,-736.7995,go,go
-232.34357,-1285.4769,down,go
-1572.9851,628.0459,go,go
-1011.639,79.92873,down,go
-876.8099,-1026.7379,go,go
133.4997,68.72196,go,go
-377.58136,1492.8397,go,go
-459.472,-405.16266,go,go
657.05536,1333.7034,no,go
-1341.6614,151.99283,go,go
-840.7034,-1493.3041,go,go
2472.2563,692.9038,go,go
1684.179,168.38875,no,go
-539.3304,663.9555,go,go
776.10565,268.994,go,go
1240.6624,69.6167,up,go
-942.1165,1467.3026,down,go
502.76434,323.69006,down,go
1469.9185,-921.3082,go,go
-123.62139,311.16324,no,go
262.85956,-1646.5245,go,go
162.5036,-109.478004,no,go
133.56464,-942.9773,go,go
-874.56525,-2038.8954,go,go
413.12665,-1026.4373,go,go
-388.64093,1727.1626,go,go
983.59906,-442.67926,go,go
479.94354,120.37075,left,go
-303.8548,-1117.1681,go,go
1140.655,-857.61774,go,go
-1181.2004,-1042.7395,up,go
-2881.7703,-1369.1658,go,go
-2601.6414,-1572.7539,go,go
-360.93683,-1404.2883,go,go
-635.86847,-357.4339,down,go
1922.862,1191.046,go,go
-765.99884,1429.5354,go,go
1286.9751,93.89068,go,go
-1741.3894,1129.055,go,go
1109.9663,-1754.0098,go,go
-91.19024,101.30283,no,go
363.09247,1633.3169,go,go
-483.77277,309.65732,down,go
-954.7591,-1195.1376,go,go
284.91718,-1134.1173,go,go
452.1701,-794.519,go,go
961.30365,1257.5815,go,go
362.23895,995.44824,no,go
-632.24445,-1008.0487,go,go
-2143.015,-1456.5562,go,go
-400.9461,-780.42755,go,go
-1356.0232,-1131.9115,go,go
-1635.1184,348.0949,no,go
127.82246,77.23138,right,go
-321.49103,1295.7213,go,go
-1704.4768,1702.4028,go,go
-1168.8035,1002.4821,go,go
-1446.7605,1281.631,no,go
-419.8255,1392.2251,go,go
634.3864,781.8075,no,go
283.7121,112.63418,right,go
4.881049,23.253763,go,go
774.1462,-1286.436,down,go
247.82831,-1077.2891,go,go
612.99896,-491.61853,down,go
616.7353,421.93674,right,go
96.919624,797.17413,go,go
-63.103325,-724.22186,go,go
1059.4404,161.83463,go,go
1976.2163,-834.8966,go,go
-1553.5598,1378.535,go,go
2056.7078,-359.4202,down,go
1248.0376,937.6226,go,go
-878.66925,1681.1083,go,go
-637.5369,-178.59961,go,go
-2537.4734,548.10205,right,go
720.75433,1097.6014,go,go
965.8962,75.5732,stop,go
-418.22003,-972.4064,go,go
1265.8318,86.6738,go,go
-1168.136,991.69806,go,go
857.7099,-586.14734,go,go
-510.07697,-1479.2689,no,go
-384.67413,-1046.756,go,go
1030.0203,613.175,no,go
-2506.76,514.92114,go,go
-875.99347,-1807.346,go,go
-2642.5134,64.7983,go,go
71.53632,-584.75354,no,go
769.08954,935.84784,go,go
-1073.9915,24.077501,yes,go
-30.765924,2011.8303,go,go
-1517.4304,-214.63452,go,go
-416.91925,-1052.2535,go,go
-1785.9006,-1675.062,go,go
2002.6357,747.5128,go,go
406.67987,-1654.5865,go,go
-195.65948,1164.7186,no,go
1033.19,-720.6718,go,go
131.56366,686.66376,right,go
261.21454,-1035.8257,go,go
137.61102,259.68854,no,go
-222.00226,-1107.3972,go,go
840.4653,-48.678288,go,go
-884.1385,-537.654,go,go
1255.4065,-560.29126,go,go
686.66595,982.29407,down,go
946.8022,738.06433,no,go
588.85345,-930.9591,go,go
-338.82892,-298.93472,go,go
2395.552,468.43893,no,go
-492.19562,1396.2867,no,go
-1137.9338,1889.2075,no,go
1279.6538,-868.69995,go,go
-697.07404,-654.9136,go,go
-232.65265,97.95864,up,go
-1315.2776,2481.6572,go,go
-642.74884,-246.42853,go,go
-3443.6072,799.7984,go,go
-1195.8093,1515.9088,go,go
-476.44464,1992.1462,go,go
2635.3806,524.7881,go,go
1306.1831,111.7398,go,go
771.32416,-280.4769,down,go
505.62933,-363.65155,go,go
-1823.0686,143.96596,go,go
-1103.3303,-1313.0392,no,go
114.530464,1662.9131,go,go
718.1569,-429.094,go,go
-1906.3201,246.64343,go,go
1324.7234,1409.0787,go,go
-1105.4216,786.60803,go,go
380.21307,-1478.7169,down,go
-364.2469,1718.9039,right,go
909.7934,-433.33636,go,go
29.799505,1002.14685,go,go
-416.22345,114.11613,go,go
-287.33087,487.88748,go,go
810.6049,76.565094,down,go
-521.0828,50.43429,go,go
-486.92023,-474.844,go,go
776.7089,197.104,go,go
478.03925,-1393.8787,go,go
2593.5093,-316.40213,go,go
-668.49493,-1024.7014,go,go
1119.033,-1800.5826,go,go
1928.6802,12.739382,no,go
-919.07794,-1337.196,go,go
-1142.9495,-1144.3241,go,go
-2379.7585,-859.067,no,go
1826.5588,-66.59341,go,go
-378.12628,1464.446,go,go
-20.404596,-519.60443,no,go
-706.4993,-1018.3535,go,go
-1514.1941,-982.1084,go,go
-336.87775,-858.7896,go,go
1240.0891,1004.897,down,go
347.30487,920.83,go,go
-2811.4817,1288.1084,no,go
-205.26154,-1170.8757,go,go
-1186.3025,1490.1694,go,go
-777.4886,-322.5877,go,go
417.77167,1011.54175,go,go
-1332.614,849.7841,go,go
62.743843,-1107.2361,go,go
187.16376,228.6507,go,go
-658.5291,1057.6604,go,go
1101.6353,1019.7278,no,go
151.00702,414.14398,no,go
7.127631,1033.5562,go,go
1862.4644,-131.5186,down,go
416.26483,-941.3053,go,go
-1761.8865,-2118.4685,go,go
-1578.135,898.4293,go,go
-722.46906,757.65326,go,go
-124.26397,2288.0415,go,go
-516.8973,831.40356,go,go
-645.5662,-1317.0748,go,go
-1811.9216,719.88324,go,go
-249.42169,-660.17426,go,go
1911.2214,272.5623,go,go
2584.7688,-376.88815,go,go
1063.4033,1469.9663,go,go
-405.9422,92.51936,go,go
459.47382,-1471.5052,down,go
1139.7229,-1079.0253,down,go
1049.0286,-349.9515,go,go
-264.24542,-406.13245,go,go
3874.4888,-144.33034,go,go
346.94403,-998.9662,go,go
-768.116,209.18921,go,go
724.27435,1023.3396,no,go
-279.8836,-291.44693,go,go
139.83661,424.78363,no,go
109.84785,-920.6349,go,go
343.9782,1075.032,no,go
-150.30548,-1431.3873,down,go
629.89374,-1777.2205,go,go
-328.68097,-134.68141,go,go
149.73651,1370.7657,go,go
-1163.7625,-1556.9904,down,go
-1523.1775,-1126.7793,go,go
352.68866,-272.07736,down,go
-373.66974,1571.1682,go,go
-1776.0208,543.725,no,go
-2437.5842,-590.94653,go,go
814.497,-213.38455,go,go
-2014.2517,-1396.6018,go,go
1655.0508,-598.43567,no,go
-701.7581,-617.5859,go,go
1578.5461,-258.5743,go,go
1951.148,-1348.2974,go,go
-1446.4626,141.43536,down,go
325.716,56.468555,go,go
328.154,1400.3231,no,go
604.4643,1379.632,go,go
1437.0413,824.82947,go,go
-1346.7444,-1295.5212,go,go
-298.44415,1132.8883,go,go
-288.23175,112.56645,go,go
555.15204,-1211.4244,go,go
-1032.5276,-632.3759,go,go
-1364.2996,-133.51375,right,go
-1403.362,-605.1123,go,go
-639.4915,27.441294,up,go
2018.4524,-32.008915,go,go
-911.4886,1189.7742,go,go
890.017,2329.7903,go,go
586.6286,-676.4037,go,go
-1029.8835,-246.81448,go,go
103.3498,1518.5776,go,go
933.60443,70.16483,go,go
1262.8501,-685.5621,go,go
-51.02227,1241.8394,go,go
550.6435,-76.38798,go,go
-1666.5813,1607.141,go,go
717.7397,-136.05939,no,go
1027.2004,-751.8346,go,go
180.72919,1372.5652,no,go
-234.49786,368.90097,go,go
-56.957817,59.01046,yes,go
1208.3586,-874.24646,go,go
896.01776,-729.3521,go,go
-2152.8816,-1616.5079,go,go
1878.312,510.8356,go,go
-1631.99,-1805.6202,go,go
79.83369,-252.12091,down,go
-163.25812,1133.4558,go,go
-655.7635,1572.6499,go,go
848.6816,1674.0721,go,go
739.7978,360.21436,go,go
373.3122,-142.94965,go,go
429.7868,-244.43134,go,go
574.16864,-806.3606,right,go
-725.43536,1591.3727,no,go
-21.15655,1950.7603,go,go
-2581.5476,-464.46844,go,go
-1137.4792,-114.95913,no,go
1691.854,-499.52856,no,go
362.86298,1562.9679,go,go
757.4035,71.22714,right,go
-1560.033,-101.270515,right,go
-592.6009,-608.9882,go,go
1831.362,82.85322,go,go
-722.8289,-868.0608,go,go
866.46625,-314.43353,go,go
-2167.2454,1353.3622,go,go
-89.53936,-644.9885,go,go
-203.89581,1638.1251,no,go
2977.7422,705.98834,go,go
-60.670708,-1790.4618,go,go
723.5632,98.78826,down,go
506.22235,-366.84937,go,go
-1268.4729,-1453.0054,go,go
940.0385,-362.4541,down,go
-2022.9456,-1846.8176,go,go
-658.7508,-1255.6223,go,go
1217.1436,-1419.1906,down,go
-170.31427,-1164.5221,go,go
-334.4876,-273.29672,go,go
1297.1582,-2121.2175,go,go
-3003.9666,-106.49616,go,go
841.69354,-591.545,no,go
-276.32404,-211.11392,no,go
229.61395,-1417.7686,go,go
924.19916,345.58945,no,go
1526.9756,-602.46356,go,go
346.40546,2213.8735,no,go
283.22772,332.51697,no,go
-492.75128,1734.8337,no,go
-802.9544,-713.30884,go,go
-697.48566,104.751,go,go
-502.91876,75.17302,down,go
-1098.2864,1428.9429,go,go
-371.9749,-1443.417,go,go
-100.76641,1784.4811,down,go
998.70966,-1490.8434,go,go
993.4631,-1026.4066,go,go
-795.48175,-980.6251,go,go
56.289253,1460.1925,no,go
594.0246,-376.20987,go,go
575.977,-68.64161,no,go
1321.3245,-671.64685,no,go
796.5463,7.010302,go,go
-1377.5544,684.79016,go,go
623.25775,1120.4978,go,go
1671.1389,-974.0419,go,go
97.90009,-1106.14,go,go
1352.5996,-615.49005,go,go
-992.9803,-810.7205,go,go
345.72968,-113.79511,down,go
967.3869,96.10265,left,go
493.24335,1462.782,no,go
-2203.4812,19.895006,go,go
-1810.7742,-376.98282,go,go
948.93866,-855.1757,go,go
1064.6824,-1278.7498,go,go
1099.1667,150.84555,right,go
-250.26935,-1043.9047,go,go
1187.9524,1166.5188,go,go
-604.2181,-1365.9456,no,go
-640.4373,1267.6188,no,go
-1952.0891,54.0805,no,go
781.74896,-301.84555,go,go
2023.1482,197.87097,down,go
-2188.967,95.188194,no,go
437.2619,913.6983,no,go
-300.96027,-1034.5096,go,go
421.5578,1435.3695,go,go
-115.76202,150.60574,down,go
-3039.531,-809.02045,go,go
-2082.4968,-1883.3849,go,go
186.93964,-485.70013,no,go
-518.4632,1971.7819,no,go
-2021.72,1666.6562,go,go
-1033.9446,891.70935,go,go
1205.7407,-727.0301,no,go
-337.4632,-878.94977,down,go
-779.63947,1168.147,no,go
-964.3831,-1079.2606,go,go
1246.3301,90.249146,go,go
857.8339,70.98682,down,go
328.5163,-661.4952,go,go
-34.10772,2174.309,go,go
666.799,22.999697,go,go
880.14545,72.2637,down,go
-246.90997,-466.33075,go,go
1017.8266,49.710613,go,go
-1199.9246,-1485.5404,down,go
-340.5213,-1138.767,no,go
-273.60138,-1387.1663,go,go
-1820.6877,-799.8435,go,go
-162.29523,70.49691,left,go
982.36957,688.1594,down,go
-124.26397,2288.0415,go,go
1287.3257,97.2546,right,go
-949.1429,-946.0066,go,go
539.9174,57.44458,go,go
-2405.2756,-516.83655,go,go
274.23846,373.468,up,go
-2448.577,-1376.5256,go,go
-1415.3313,-2180.5466,go,go
1430.9004,-827.3341,go,go
379.4655,-31.297522,down,go
-585.3714,-973.06274,down,go
1647.6199,817.07446,go,go
-1132.2786,-648.37573,go,go
615.06586,-819.69934,go,go
